,,
570,Miscellaneous Essays,Thomas de Quincey
571,Prince Zaleski,M.P. Shiel
572,Problems of Poverty,John A. Hobson
573,Punch· or the London Charivari· Vol. 153· Oct. 3· 1917,Various
574,White Jacket,Herman Melville
575,The Bullitt Mission to Russia,William C. Bullitt
576,The Art of Literature,Arthur Schopenhauer
577,Counsels and Maxims,Arthur Schopenhauer
578,The Epic,Lascelles Abercrombie
579,The Extant Odes of Pindar,Pindar
580,The House of Whispers,William Le Queux
581,The Mirror of Literature· Amusement· and Instruction· Vol. 12·,Various
582,Doctor Pascal,Emile Zola
583,Punch· or the London Charivari· Vol. 153· Oct. 10· 1917,Various
584,Plays,Alexander Ostrovsky
585,Betty's Bright Idea; Deacon Pitkin's Farm; and The First Christmas,Harriet Beecher Stowe
586,The Store Boy,Horatio Alger· Jr.
587,The Centralia Conspiracy,Ralph Chaplin
588,Outlines of Lessons in Botany· Part I; From Seed to Leaf,Jane H. Newell
589,A Set of Rogues,Frank Barrett
590,Christie· the King's Servant,Mrs. O. F. Walton
591,Jack's Ward,Horatio Alger· Jr.
592,The Mirror of Literature· Amusement· and Instruction· Vol. 12·,Various
593,The Essays of Arthur Schopenhauer; The Art of Controversy,Arthur Schopenhauer
594,The Essays of Arthur Schopenhauer; Studies in Pessimism,Arthur Schopenhauer
595,Studies in Civics,James T. McCleary
596,A Collection of Old English Plays· Vol. III,Various
597,Christmas Eve on Lonesome and Other Stories,John Fox· Jr.
598,Children of the Frost,Jack London
599,Book about Animals,Rufus Merrill
600,Mahomet,Gladys M. Draycott
601,The Essays Of Arthur Schopenhauer,Arthur Schopenhauer
602,The Way of Peace,James Allen
603,The Essays Of Arthur Schopenhauer: The Wisdom of Life,Arthur Schopenhauer
604,The Picture Alphabet,Oliver Spafford
605,Moonfleet,J. Meade Falkner
606,Men· Women· and Ghosts,Elizabeth Stuart Phelps
607,The Story of the Champions of the Round Table,Howard Pyle
608,Chantecler,Edmond Rostand
609,The World's Greatest Books· Vol III,Arthur Mee and J.A. Hammerton· Eds.
610,The Circus Procession,Unknown
611,The Miracle and Other Poems,Virna Sheard
612,Oregon· Washington and Alaska; Sights and Scenes for the Tourist,E. L. Lomax
613,Open Source Democracy,Douglas Rushkoff
614,Little Sarah,Unknown
615,The Broken Road ,A. E. W. Mason
616,Between Whiles,Helen Hunt Jackson
617,Audio: Pretty Saro,Roger McGuinn
618,Audio: Star-Spangled Banner,Roger McGuinn
619,Audio: Tarrytown,Roger McGuinn
620,The Wallet of Kai Lung,Ernest Bramah
621,A Florida Sketch-Book,Bradford Torrey
622,Essays of Robert Louis Stevenson,Robert Louis Stevenson
623,Impressions of Theophrastus Such,George Eliot
624,It Can Be Done,Joseph Morris
625,Thrilling Adventures by Land and Sea,James O. Brayman
626,Enquire Within Upon Everything,Anonymous
627,Courage,J. M. Barrie
628,A Wanderer in Florence,E. V. Lucas
629,The Mirror of Kong Ho,Ernest Bramah
630,The Former Philippines thru Foreign Eyes,Tomas de Comyn
631,Philippine Folklore Stories,John Maurice Miller
632,Inca Land,Hiram Bingham
633,Ancient and Modern Physics,Thomas E. Willson
634,The Moving Picture Boys at Panama,Victor Appleton
635,Probable Sons,Amy LeFeuvre
636,The Prose Marmion,Sara D. Jenkins
637,Happy Little Edward,Unknown
638,The Scouts of the Valley,Joseph A. Altsheler
639,Only an Incident,Grace Denio Litchfield
640,Deserted,W.W. Jacobs
641,Homeward Bound,W.W. Jacobs
642,Self-Help,W.W. Jacobs
643,Sentence Deferred,W.W. Jacobs
644,Matrimonial Openings,W.W. Jacobs
645,Odd Man Out,W.W. Jacobs
646,The Toll-House,W.W. Jacobs
647,Peter's Pence,W.W. Jacobs
648,The Head of The Family,W.W. Jacobs
649,The Life and Opinions of Tristram Shandy· Gentleman,Laurence Sterne
650,Prize Money,W.W. Jacobs
651,Double Dealing,W.W. Jacobs
652,Keeping Up Appearances,W.W. Jacobs
653,Dahcotah,Mary Eastman
654,Yorkshire--Coast & Moorland Scenes,Gordon Home
655,The Story of the Two Bulls,John R. Bolles
656,The Wits and Beaux of Society,Grace & Philip Wharton
657,Paths of Glory,Irvin S. Cobb
658,Clarissa· Volume 5 (of 9),Samuel Richardson
659,The Return of Sherlock Holmes,Arthur Conan Doyle
660,A Modest Proposal,Jonathan Swift
661,The Anatomy of Melancholy,Democritus Junior
662,Coleridge's Literary Remains· Volume 4.,Samuel Taylor Coleridge
663,A General History and Collection of Voyages and Travels· Vol. II,Robert Kerr
664,The Fortunate Foundlings,Eliza Fowler Haywood
665,Count The Cost,Jonathan Steadfast
666,The Sword of Welleran and Other Stories,Lord Dunsany
667,The Constitutional History of England From 1760 to 1860,Charles Duke Yonge
668,Consumers' Cooperative Societies in New York State,The Consumers' League of New York
669,Why We Are At War (2nd Edition· revised),Members of the Oxford Faculty of Modern History
670,Dead Souls,Nikolai Vasilievich Gogol
671,The Young Trail Hunters,Samuel Woodworth Cozzens
672,De La Salle Fifth Reader,Brothers of the Christian Schools
673,The Worshipper of the Image,Richard Le Gallienne
674,A Versailles Christmas-Tide,Mary Stuart Boyd
675,Legends· Tales and Poems,Gustavo Adolfo Becquer
676,Messages and Papers of the Presidents: Harrison,James D. Richardson
677,The Giant Hands,Alfred Crowquill
678,Anne Severn and the Fieldings,May Sinclair
679,Sport and Work on the Nepaul Frontier,James Inglis
680,,
681,The Book-Bills of Narcissus,Le Gallienne· Richard
682,Discourses on the First Decade of Titus Livius,Niccolo Machiavelli
683,Roman History· Books I-III,Titus Livius
684,The Arrow of Gold,Joseph Conrad
685,Cinderella,Henry W. Hewet
686,The Village in the Mountains; Conversion of Peter Bayssiere; and History of a Bible,Anonymous
687,Carnacki· The Ghost Finder,William Hope Hodgson
688,The Essays of Arthur Schopenhauer; Religion· A Dialogue· Etc.,Arthur Schopenhauer
689,The History of Insects,Unknown
690,Dr. Johnson's Works: Life· Poems· and Tales· Volume 1,Samuel Johnson
691,The Soul of Democracy,Edward Howard Griggs
692,The Mirror of Literature· Amusement· and Instruction· Vol. 13·,Various
693,Sugar and Spice,James Johnson
694,,
695,The Explorers of Australia and their Life-work,Ernest Favenc
696,The Life of Captain James Cook,Arthur Kitson
697,The Mental Life of Monkeys and Apes,Robert M. Yerkes
698,A Gentleman from Mississippi,Thomas A. Wise
699,The Mirror of Literature· Amusement· and Instruction· Vol. 12·,Various
700,Seekers after God,Frederic William Farrar
701,The Maids Tragedy,Francis Beaumont and John Fletcher
702,Natalie,Ferna Vale
703,Saved at Sea,Mrs. O.F. Walton
704,The Life of John Sterling,Thomas Carlyle
705,Philaster,Francis Beaumont and John Fletcher
706,The Works of Charles and Mary Lamb (Vol. 6),Charles and Mary Lamb
707,Hardy Ornamental Flowering Trees and Shrubs,A. D. Webster
708,Our Gift,Teachers of the School Street Universalist Sunday School· Boston
709,Atlantic Monthly· Vol. VI.·October· 1860.--No. XXXVI.,Various
710,Is Mars Habitable?,Alfred Russel Wallace
711,A Narrative Of The Siege Of Delhi,Charles John Griffiths
712,My Native Land,James Cox
713,A Compilation of the Messages and Papers of the Presidents·,Edited by James D. Richardson
714,Paul and Virginia,Bernadin de Saint-Pierre
715,The Gracchi Marius and Sulla,A.H. Beesley
716,Paris under the Commune,John Leighton
717,The White Waterfall,James Francis Dwyer
718,A Visit to the Monastery of La Trappe in 1817,W.D. Fellowes
719,Play-Making,William Archer
720,The Dolorous Passion of Our Lord Jesus Christ,Anna Catherine Emmerich
721,Atlantic Monthly· Vol. II.· November· 1858.· No. XIII.,Various
722,Clerambault,Rolland· Romain
723,The Abandoned Room,Wadsworth Camp
724,Baartock,Lewis Roth
725,Are You A Bromide?,Gelett Burgess
726,At Sunwich Port· Part 1.,W.W. Jacobs
727,At Sunwich Port· Part 2.,W.W. Jacobs
728,At Sunwich Port· Part 3.,W.W. Jacobs
729,At Sunwich Port· Part 4.,W.W. Jacobs
730,At Sunwich Port· Part 5.,W.W. Jacobs
731,At Sunwich Port· Complete,W.W. Jacobs
732,The Tragedies of the Medici,Edgcumbe Staley
733,The Mule,Harvey Riley
734,A Compilation of Messages and Letters of the Presidents,Editor: James D. Richardson
735,Rolf In The Woods,Ernest Thompson Seton
736,Teddy's Button,Amy Le Feuvre
737,Crescent and Iron Cross,E. F. Benson
738,The Eagle's Shadow,James Branch Cabell
739,Dio's Rome· Vol. 4,Cassius Dio
740,A Publisher and His Friends,Samuel Smiles
741,Stories from the Italian Poets: With Lives of the Writers· Volume 1,Leigh Hunt
742,The Untamed,Max Brand
743,Babylonian and Assyrian Literature,Anonymous
744,Arthur Hamilton· and His Dog,Anonymous
745,The Life and Romances of Mrs. Eliza Haywood,George Frisbie Whicher
746,Moon-Face and Other Stories,Jack London
747,Dio's Rome· Volume V.· Books 61-76 (A.D. 54-211),Cassius Dio
748,Algonquin Indian Tales,Egerton R. Young
749,Dawn,H. Rider Haggard
750,A Compilation of the Messages and Papers of the Presidents,Edited by James D. Richardson
751,A Compilation of the Messages and Papers of the Presidents,Edited by James D. Richardson
752,A Compilation of the Messages and Papers of the Presidents,Edited by James D. Richardson
753,The Mirror of Literature· Amusement· and Instruction·,Various
754,The Wendigo,Algernon Blackwood
755,American Scenes· and Christian Slavery,Ebenezer Davies
756,Olivia in India,O. Douglas
757,Renascence and Other Poems,Edna St. Vincent Millay
758,The Bickerstaff-Partridge Papers,Jonathan Swift
759,The King James Bible· Complete,Various
760,Three Young Knights,Annie Hamilton Donnell
761,Big and Little Sisters,Theodora R. Jenness
762,Punch· or the London Charivari· Vol. 153· Oct. 17· 1917,Various
763,Frank Merriwell's Nobility,Burt L. Standish (AKA Gilbert Patten)
764,Phantom Fortune· A Novel,M. E. Braddon
765,The History of Rome; Books Nine to Twenty-Six,Titus Livius
766,Manual for Noncommissioned Officers and Privates of Infantry,War Department
767,Heroes and Hero Worship,Thomas Carlyle
768,Robert Louis Stevenson· an Elegy; And Other Poems,Richard Le Gallienne
769,Buried Alive: A Tale of These Days,Arnold Bennett
770,The Infant's Delight: Poetry,Anonymous
771,English Poems,Richard Le Gallienne
772,The Girl's Cabinet of Instructive and Moral Stories,Uncle Philip
773,Parent and Child Vol. III.· Child Study and Training,Mosiah Hall
774,The Log of a Noncombatant,Horace Green
775,A Compilation of the Messages and Papers of the Presidents,James D. Richardson
776,Two Years Ago· Volume I,Charles Kingsley
777,The World's Greatest Books· Vol IV.,Editors: Arthur Mee and J.A. Hammerton
778,Young Lives,Richard Le Gallienne
779,Punch· or the London Charivari· Vol. 153· Aug 29· 1917,Various
780,The Lands of the Saracen,Bayard Taylor
781,A Collection Of Old English Plays· Vol. IV.,Editor: A.H. Bullen
782,Saxe Holm's Stories,Helen Hunt Jackson
783,Bengal Dacoits and Tigers,Maharanee Sunity Devee
784,The Dog Crusoe and His Master,Robert Michael Ballantyne
785,The Beast in the Jungle,Henry James
786,The Buccaneer Farmer,Harold Bindloss
787,The Lullaby· With Original Engravings,John R. Bolles
788,Over the Pass,Frederick Palmer
789,Punchinello· Vol. II. No. 38· Saturday· December 17· 1870.,Various
790,Punchinello· Vol. II.· No. 39.· Saturday· December 24· 1870.,Various
791,The Wonderful Adventures of Nils,Selma Lagerloef
792,The Girl Aviators' Motor Butterfly,Margaret Burnham
793,The Life of St. Mochuda of Lismore,Saint Mochuda
794,The Headsman,James Fenimore Cooper
795,After Waterloo: Reminiscences of European Travel 1815-1819,Major W. E Frye
796,Tamburlaine the Great· Part I.,Christopher Marlowe
797,Manners· Custom and Dress During the Middle Ages and During the Renaissance Period,Paul Lacroix
798,The Claim Jumpers,Stewart Edward White
799,Elusive Isabel,Jacques Futrelle
800,From a Bench in Our Square,Samuel Hopkins Adams
801,Lays of the Scottish Cavaliers and Other Poems,W.E. Aytoun
802,Three Frenchmen in Bengal,S.C. Hill
803,The Best American Humorous Short Stories,Various
804,The Stories of the Three Burglars,Frank Richard Stockton
805,The Romance of Zion Chapel [3d ed.],Richard Le Gallienne
806,The Mirror of Literature· Amusement· and Instruction,Various
807,A Compilation of the Messages and Papers of the Presidents· Volume,James D. Richardson
808,Punch· or the London Charivari· Vol. 156· Jan. 15· 1919,Various
809,The Girl Aviators' Sky Cruise,Margaret Burnham
810,The Gospels in the Second Century,William Sanday
811,Indian speeches (1907-1909),John Morley (AKA Viscount Morley)
812,The Love Affairs of Great Musicians· Volume 1,Rupert Hughes
813,An Unwilling Maid,Jeanie Gould Lincoln
814,The Visits of Elizabeth,Elinor Glyn
815,,
816,Vergil,Tenney Frank
817,Lawn Tennis for Ladies,Mrs. Lambert Chambers
818,Concerning Animals and Other Matters,E.H. Aitken· (AKA Edward Hamilton)
819,The Grip of Desire,Hector France
820,Punch· or the London Charivari· Vol. 156· Jan. 1· 1919,Various
821,The World Turned Upside Down,Anonymous
822,The Ghost Pirates,William Hope Hodgson
823,Four Weeks in the Trenches,Fritz Kreisler
824,A Century of Negro Migration,Carter G. Woodson
825,Ski-running,Katharine Symonds Furse
826,Mrs. Warren's Profession,George Bernard Shaw
827,Pragmatism,D.L. Murray
828,With the  Die-Hards  in Siberia,John Ward
829,The Late Mrs. Null,Frank Richard Stockton
830,A Ride to India across Persia and Baluchistan,Harry De Windt
831,The Apricot Tree,Unknown
832,The Grizzly King,James Oliver Curwood
833,Hidden Creek,Katharine Newlin Burt
834,Footsteps on the Road to Learning;,Anonymous
835,The Turmoil,Booth Tarkington
836,Lady John Russell,
837,Child's New Story Book;,Anonymous
838,The Young Captives,Anonymous
839,Growth of the Soil,Knut Hamsun
840,The Infant System,Samuel Wilderspin
841,Frederick Douglass,Charles Waddell Chesnutt
842,The Adventures of Little Bewildered Henry,Anonymous
843,The Devil's Admiral,Frederick Ferdinand Moore
844,Our Saviour,Anonymous
845,The Riverman,Stewart Edward White
846,Selected Speeches on British Foreign Policy 1738-1914,
847,Dogs and All About Them,Robert Leighton
848,Cleopatra,Jacob Abbott
849,The World's Greatest Books· Volume V.,Arthur Mee and J.A. Hammerton· Eds.
850,The Good Resolution,Anonymous
851,Two Years Ago· Volume II.,Charles Kingsley
852,Whig Against Tory,Unknown
853,The World of Waters,Mrs. David Osborne
854,A Catechism of the Steam Engine,John Bourne
855,Tales of Bengal,S. B. Banerjea
856,Alice's Adventures in Wonderland,Lewis Carroll
857,Tess of the d'Urbervilles,Thomas Hardy
858,,
859,Michelangelo's Shoulder,John Moncure Wetterau
860,Joe Burke's Last Stand,John Moncure Wetterau
861,O+F,John Moncure Wetterau
862,The Book With The Yellow Cover,John Moncure Wetterau
863,Jemmy Stubbins· or The Nailer Boy,Unknown Author
864,Antwerp to Gallipoli,Arthur Ruhl
865,Labor's Martyrs,Vito Marcantonio
866,,
867,The Spectator· Volume 2.,Addison and Steele
868,A Hilltop on the Marne,Mildred Aldrich
869,The Autobiography of an Ex-Colored Man,James Weldon Johnson
870,Letters of a Traveller,William Cullen Bryant
871,Christmas in Legend and Story,Elva S. Smith
872,Pantheism· Its Story and Significance,J. Allanson Picton
873,The Port of Adventure,Charles Norris Williamson and Alice Muriel Williamson
874,Samuel F. B. Morse· His Letters and Journals,Samuel F. B. Morse
875,Samuel F. B. Morse· His Letters and Journals,Samuel F. B. Morse
876,Van Bibber and Others,Richard Harding Davis
877,,
878,Angels & Ministers,Laurence Housman
879,A Compilation of the Messages and Papers of the Presidents,James D. Richardson
880,Sowing and Reaping,Frances Ellen Watkins Harper
881,Gems of Poetry· for Girls and Boys,Unknown
882,Phaethon,Charles Kingsley
883,Literary and General Lectures and Essays,Charles Kingsley
884,Grimm's Fairy Stories,Jacob Grimm and Wilhelm Grimm
885,Philippine Folk-Tales,Clara Kern Bayliss· Berton L. Maxfield· W. H. Millington·
886,American Hero-Myths,Daniel G. Brinton
887,King Richard III,William Shakespeare
888,Incidents in the Life of a Slave Girl,Harriet Jacobs (AKA Linda Brent)
889,Samuel Johnson,Leslie Stephen
890,Wilson's Tales of the Borders and of Scotland· Vol. XXIII.,Various
891,The Angel Over the Right Shoulder,Elizabeth Wooster Stuart Phelps
892,A Compilation of the Messages and Papers of the Presidents,James D. Richardson
893,A Woman's Journey Round the World,Ida Pfeiffer
894,,
895,The Half-Back,Ralph Henry Barbour
896,Midnight,Octavus Roy Cohen
897,The Existence of God,Francois de Salignac de La Mothe- Fenelon
898,The Ghost Ship,Richard Middleton
899,Libro segundo de lectura,Ellen M. Cyr
900,,
901,Taquisara,F. Marion Crawford
902,The Cruise of the Dazzler,Jack London
903,The Custom of the Country,Edith Wharton
904,Minnie's Sacrifice,Frances Ellen Watkins Harper
905,Poems (1786)· Volume I.,Helen Maria Williams
906,Lord Dolphin,Harriet A. Cheever
907,Trial and Triumph,Frances Ellen Watkins Harper
908,The Wife of his Youth and Other Stories of the Color Line· and,Charles Waddell Chesnutt
909,Jack Archer,G. A. Henty
910,The Sylphs of the Season with Other Poems,Washington Allston
911,,
912,The Aspirations of Jean Servien,Anatole France
913,Atlantic Monthly Volume 6· No. 34· August· 1860,Various
914,The Dozen from Lakerim,Rupert Hughes
